P1,P2,R1,Reaction Type
23,25,31,7
22,25,31,8
22,24,31,6
22,24,30,7
21,24,30,10
21,25,30,3
21,26,29,7
20,26,29,3
20,27,28,10
20,28,28,2
20,27,29,10
20,28,29,8
20,27,29,7
19,27,29,2
19,26,30,8
19,25,30,8
19,24,30,10
19,25,30,3
19,26,29,2
19,25,30,6
19,25,29,1
18,25,30,10
18,26,30,9
19,26,30,2
19,25,31,5
19,24,30,6
19,24,29,1
18,24,30,9
19,24,30,9
20,24,30,3
20,25,29,9
21,25,29,7
20,25,29,2
20,24,30,6
20,24,29,4
20,24,30,2
20,23,31,6
20,23,30,9
21,23,30,4
21,23,31,10
21,24,31,3
21,25,30,8
21,24,30,3
21,25,29,6
21,25,28,9
22,25,28,9
23,25,28,4
23,25,29,10
23,26,29,4
23,26,30,3
23,27,29,9
24,27,29,6
24,27,28,9
25,27,28,10
25,28,28,8
25,27,28,7
24,27,28,9
25,27,28,9
26,27,28,2
26,26,29,2
26,25,30,6
26,25,29,10
26,26,29,4
26,26,30,6
26,26,29,6
26,26,28,6
26,26,27,6
26,26,26,1
25,26,27,2
25,25,28,7
24,25,28,1
23,25,29,3
23,26,28,8
23,25,28,7
22,25,28,10
22,26,28,8
22,25,28,6
22,25,27,3
22,26,26,3
22,27,25,3
22,28,24,1
21,28,25,1
20,28,26,7
19,28,26,6
19,28,25,7
18,28,25,8
18,27,25,7
17,27,25,1
16,27,26,2
16,26,27,8
16,25,27,8
16,24,27,4
16,24,28,3
16,25,27,8
16,24,27,6
16,24,26,2
16,23,27,7
15,23,27,8
15,22,27,8
15,21,27,8
15,20,27,3
15,21,26,9
16,21,26,4
16,21,27,2
16,20,28,9
17,20,28,6
17,20,27,3
17,21,26,9
18,21,26,6
18,21,25,9
19,21,25,3
19,22,24,9
20,22,24,6
20,22,23,4
20,22,24,3
20,23,23,9
21,23,23,3
21,24,22,2
21,23,23,6
21,23,22,8
21,22,22,3
21,23,21,4
21,23,22,6
21,23,21,3
21,24,20,9
22,24,20,7
21,24,20,3
21,25,19,2
21,24,20,8
21,23,20,10
21,24,20,4
21,24,21,1
20,24,22,4
20,24,23,10
20,25,23,6
20,25,22,6
20,25,21,8
20,24,21,10
20,25,21,9
21,25,21,8
21,24,21,1
20,24,22,2
20,23,23,1
19,23,24,2
19,22,25,3
19,23,24,9
20,23,24,6
20,23,23,10
20,24,23,10
20,25,23,3
20,26,22,7
19,26,22,10
19,27,22,7
18,27,22,9
19,27,22,1
18,27,23,7
17,27,23,9
18,27,23,10
18,28,23,3
18,29,22,7
17,29,22,8
17,28,22,4
17,28,23,3
17,29,22,1
16,29,23,10
16,30,23,7
15,30,23,1
14,30,24,4
14,30,25,2
14,29,26,8
14,28,26,2
14,27,27,9
15,27,27,8
15,26,27,9
16,26,27,2
16,25,28,1
15,25,29,8
15,24,29,7
14,24,29,3
14,25,28,2
14,24,29,10
14,25,29,8
14,24,29,5
14,23,28,9
15,23,28,7
14,23,28,10
14,24,28,6
14,24,27,6
14,24,26,3
14,25,25,3
14,26,24,1
13,26,25,5
13,25,24,9
14,25,24,8
14,24,24,2
14,23,25,10
14,24,25,9
15,24,25,3
15,25,24,3
15,26,23,4
15,26,24,6
15,26,23,10
15,27,23,6
15,27,22,8
15,26,22,9
16,26,22,10
16,27,22,10
16,28,22,2
16,27,23,4
16,27,24,7
15,27,24,9
16,27,24,3
16,28,23,2
16,27,24,1
15,27,25,6
15,27,24,7
14,27,24,1
13,27,25,2
13,26,26,4
13,26,27,10
13,27,27,3
13,28,26,4
13,28,27,2
13,27,28,4
13,27,29,7
12,27,29,4
12,27,30,9
13,27,30,8
13,26,30,9
14,26,30,3
14,27,29,6
14,27,28,2
14,26,29,8
14,25,29,4
14,25,30,9
15,25,30,8
15,24,30,3
15,25,29,2
15,24,30,7
14,24,30,4
14,24,31,4
14,24,32,2
14,23,33,4
14,23,34,4
14,23,35,3
14,24,34,9
15,24,34,8
15,23,34,2
15,22,35,10
15,23,35,9
16,23,35,6
16,23,34,7
15,23,34,9
16,23,34,3
16,24,33,8
16,23,33,8
16,22,33,6
16,22,32,6
16,22,31,2
16,21,32,4
16,21,33,5
16,20,32,8
16,19,32,4
16,19,33,2
16,18,34,6
16,18,33,9
17,18,33,8
17,17,33,4
17,17,34,4
17,17,35,6
17,17,34,3
17,18,33,7
16,18,33,4
16,18,34,5
16,17,33,1
15,17,34,5
15,16,33,3
15,17,32,3
15,18,31,6
15,18,30,5
15,17,29,8
15,16,29,3
15,17,28,3
15,18,27,6
15,18,26,3
15,19,25,4
15,19,26,9
16,19,26,6
16,19,25,2
16,18,26,2
16,17,27,3
16,18,26,4
16,18,27,6
16,18,26,3
16,19,25,6
16,19,24,10
16,20,24,3
16,21,23,6
16,21,22,7
15,21,22,9
16,21,22,9
17,21,22,9
18,21,22,6
18,21,21,8
18,20,21,9
19,20,21,9
20,20,21,6
20,20,20,5
20,19,19,10
20,20,19,2
20,19,20,9
21,19,20,2
21,18,21,10
21,19,21,1
20,19,22,6
20,19,21,6
20,19,20,6
20,19,19,7
19,19,19,10
19,20,19,1
18,20,20,3
18,21,19,2
18,20,20,10
18,21,20,10
18,22,20,3
18,23,19,8
18,22,19,4
18,22,20,9
19,22,20,10
19,23,20,3
19,24,19,10
19,25,19,1
18,25,20,7
17,25,20,7
16,25,20,4
16,25,21,8
16,24,21,10
16,25,21,10
16,26,21,10
16,27,21,1
15,27,22,10
15,28,22,9
16,28,22,8
16,27,22,3
16,28,21,9
17,28,21,4
17,28,22,8
17,27,22,6
17,27,21,9
18,27,21,8
18,26,21,4
18,26,22,6
18,26,21,2
18,25,22,2
18,24,23,2
18,23,24,9
19,23,24,8
19,22,24,10
19,23,24,10
19,24,24,1
18,24,25,8
18,23,25,10
18,24,25,4
18,24,26,9
19,24,26,2
19,23,27,6
19,23,26,2
19,22,27,3
19,23,26,7
18,23,26,3
18,24,25,1
17,24,26,3
17,25,25,10
17,26,25,8
17,25,25,10
17,26,25,3
17,27,24,10
17,28,24,8
17,27,24,10
17,28,24,6
17,28,23,2
17,27,24,8
17,26,24,3
17,27,23,3
17,28,22,8
17,27,22,7
16,27,22,6
16,27,21,2
16,26,22,2
16,25,23,2
16,24,24,1
15,24,25,9
16,24,25,8
16,23,25,2
16,22,26,4
16,22,27,2
16,21,28,3
16,22,27,6
16,22,26,8
16,21,26,2
16,20,27,4
16,20,28,10
16,21,28,10
16,22,28,9
17,22,28,4
17,22,29,10
17,23,29,10
17,24,29,1
16,24,30,3
16,25,29,4
16,25,30,6
16,25,29,9
17,25,29,10
17,26,29,2
17,25,30,4
17,25,31,2
17,24,32,6
17,24,31,9
18,24,31,9
19,24,31,3
19,25,30,8
19,24,30,9
20,24,30,3
20,25,29,2
20,24,30,6
20,24,29,1
19,24,30,7
18,24,30,4
18,24,31,2
18,23,32,9
19,23,32,8
19,22,32,10
19,23,32,9
20,23,32,4
20,23,33,3
20,24,32,9
21,24,32,10
21,25,32,1
20,25,33,9
21,25,33,9
22,25,33,6
22,25,32,4
22,25,33,2
22,24,34,4
22,24,35,1
21,24,36,4
21,24,37,3
21,25,36,6
21,25,35,3
21,26,34,10
21,27,34,2
21,26,35,7
20,26,35,3
20,27,34,4
20,27,35,4
20,27,36,4
20,27,37,4
20,27,38,8
20,26,38,8
20,25,38,2
20,24,39,10
20,25,39,3
20,26,38,3
20,27,37,10
20,28,37,4
20,28,38,2
20,27,39,7
19,27,39,3
19,28,38,3
19,29,37,3
19,30,36,9
20,30,36,6
20,30,35,10
20,31,35,7
19,31,35,3
19,32,34,4
19,32,35,1
18,32,36,2
18,31,37,8
18,30,37,3
18,31,36,4
18,31,37,2
18,30,38,1
17,30,39,9
18,30,39,9
19,30,39,10
19,31,39,9
20,31,39,4
20,31,40,7
19,31,40,1
18,31,41,9
19,31,41,10
19,32,41,8
19,31,41,4
19,31,42,4
19,31,43,4
19,31,44,4
19,31,45,4
19,31,46,10
19,32,46,10
19,33,46,4
19,33,47,8
19,32,47,6
19,32,46,9
20,32,46,10
20,33,46,3
20,34,45,4
20,34,46,10
20,35,46,9
21,35,46,4
21,35,47,1
20,35,48,6
20,35,47,9
21,35,47,2
21,34,48,6
21,34,47,1
20,34,48,9
21,34,48,6
21,34,47,10
21,35,47,1
20,35,48,6
20,35,47,1
19,35,48,7
18,35,48,9
19,35,48,7
18,35,48,1
17,35,49,6
17,35,48,2
17,34,49,10
17,35,49,4
17,35,50,6
17,35,49,8
17,34,49,8
17,33,49,6
17,33,48,6
17,33,47,3
17,34,46,9
18,34,46,6
18,34,45,4
18,34,46,4
18,34,47,9
19,34,47,6
19,34,46,9
20,34,46,10
20,35,46,1
19,35,47,2
19,34,48,9
20,34,48,3
20,35,47,3
20,36,46,10
20,37,46,4
20,37,47,8
20,36,47,8
20,35,47,9
21,35,47,2
21,34,48,2
21,33,49,7
20,33,49,4
20,33,50,2
20,32,51,2
20,31,52,1
19,31,53,6
19,31,52,1
18,31,53,3
18,32,52,2
18,31,53,6
18,31,52,3
18,32,51,4
18,32,52,3
18,33,51,3
18,34,50,6
18,34,49,9
19,34,49,5
19,33,48,7
18,33,48,3
18,34,47,9
19,34,47,10
19,35,47,7
18,35,47,9
19,35,47,4
19,35,48,5
19,34,47,2
19,33,48,9
20,33,48,10
20,34,48,3
20,35,47,6
20,35,46,8
20,34,46,6
20,34,45,6
20,34,44,6
20,34,43,10
20,35,43,9
21,35,43,6
21,35,42,2
21,34,43,10
21,35,43,9
22,35,43,3
22,36,42,2
22,35,43,9
23,35,43,7
22,35,43,6
22,35,42,4
22,35,43,8
22,34,43,8
22,33,43,9
23,33,43,5
23,32,42,2
23,31,43,1
22,31,44,9
23,31,44,8
23,30,44,7
22,30,44,2
22,29,45,6
22,29,44,7
21,29,44,3
21,30,43,9
22,30,43,3
22,31,42,2
22,30,43,6
22,30,42,6
22,30,41,10
22,31,41,10
22,32,41,1
21,32,42,4
21,32,43,4
21,32,44,4
21,32,45,8
21,31,45,6
21,31,44,5
21,30,43,8
21,29,43,9
22,29,43,1
21,29,44,1
20,29,45,3
20,30,44,3
20,31,43,8
20,30,43,4
20,30,44,2
20,29,45,4
20,29,46,10
20,30,46,4
20,30,47,4
20,30,48,3
20,31,47,3
20,32,46,2
20,31,47,4
20,31,48,4
20,31,49,9
21,31,49,10
21,32,49,6
21,32,48,3
21,33,47,3
21,34,46,2
21,33,47,9
22,33,47,9
23,33,47,4
23,33,48,2
23,32,49,6
23,32,48,3
23,33,47,9
24,33,47,2
24,32,48,3
24,33,47,4
24,33,48,8
24,32,48,1
23,32,49,9
24,32,49,3
24,33,48,1
23,33,49,10
23,34,49,4
23,34,50,2
23,33,51,6
23,33,50,3
23,34,49,6
23,34,48,4
23,34,49,5
23,33,48,8
23,32,48,2
23,31,49,3
23,32,48,4
23,32,49,6
23,32,48,1
22,32,49,2
22,31,50,10
22,32,50,7
21,32,50,4
21,32,51,1
20,32,52,6
20,32,51,4
20,32,52,2
20,31,53,2
20,30,54,4
20,30,55,5
20,29,54,6
20,29,53,3
20,30,52,4
20,30,53,4
20,30,54,7
19,30,54,2
19,29,55,9
20,29,55,2
20,28,56,4
20,28,57,8
20,27,57,9
21,27,57,8
21,26,57,4
21,26,58,3
21,27,57,9
22,27,57,4
22,27,58,4
22,27,59,6
22,27,58,5
22,26,57,3
22,27,56,6
22,27,55,2
22,26,56,7
21,26,56,2
21,25,57,10
21,26,57,4
21,26,58,4
21,26,59,3
21,27,58,6
21,27,57,6
21,27,56,3
21,28,55,6
21,28,54,6
21,28,53,4
21,28,54,9
22,28,54,8
22,27,54,10
22,28,54,2
22,27,55,3
22,28,54,7
21,28,54,4
21,28,55,8
21,27,55,5
21,26,54,6
21,26,53,8
21,25,53,6
21,25,52,4
21,25,53,6
21,25,52,6
21,25,51,10
21,26,51,8
21,25,51,8
21,24,51,2
21,23,52,4
21,23,53,6
21,23,52,6
21,23,51,6
21,23,50,10
21,24,50,6
21,24,49,7
20,24,49,9
21,24,49,3
21,25,48,9
22,25,48,7
21,25,48,8
21,24,48,7
20,24,48,4
20,24,49,6
20,24,48,6
20,24,47,1
19,24,48,10
19,25,48,6
19,25,47,4
19,25,48,2
19,24,49,4
19,24,50,7
18,24,50,3
18,25,49,8
18,24,49,1
17,24,50,6
17,24,49,6
17,24,48,6
17,24,47,10
17,25,47,8
17,24,47,6
17,24,46,10
17,25,46,1
16,25,47,6
16,25,46,3
16,26,45,2
16,25,46,10
16,26,46,8
16,25,46,1
15,25,47,3
15,26,46,9
16,26,46,7
15,26,46,3
15,27,45,4
15,27,46,8
15,26,46,8
15,25,46,4
15,25,47,7
14,25,47,3
14,26,46,9
15,26,46,2
15,25,47,10
15,26,47,10
15,27,47,4
15,27,48,6
15,27,47,1
14,27,48,3
14,28,47,3
14,29,46,9
15,29,46,3
15,30,45,3
15,31,44,8
15,30,44,4
15,30,45,2
15,29,46,6
15,29,45,2
15,28,46,9
16,28,46,8
16,27,46,6
16,27,45,3
16,28,44,3
16,29,43,3
16,30,42,9
17,30,42,6
17,30,41,10
17,31,41,7
16,31,41,6
16,31,40,4
16,31,41,6
16,31,40,4
16,31,41,2
16,30,42,1
15,30,43,8
15,29,43,9
16,29,43,6
16,29,42,6
16,29,41,3
16,30,40,6
16,30,39,8
16,29,39,9
17,29,39,8
17,28,39,4
17,28,40,6
17,28,39,8
17,27,39,4
17,27,40,2
17,26,41,4
17,26,42,10
17,27,42,9
18,27,42,7
17,27,42,10
17,28,42,9
18,28,42,4
18,28,43,6
18,28,42,6
18,28,41,8
18,27,41,6
18,27,40,4
18,27,41,2
18,26,42,6
18,26,41,9
19,26,41,3
19,27,40,3
19,28,39,4
19,28,40,6
19,28,39,6
19,28,38,1
18,28,39,10
18,29,39,9
19,29,39,1
18,29,40,10
18,30,40,10
18,31,40,7
17,31,40,4
17,31,41,6
17,31,40,6
17,31,39,4
17,31,40,3
17,32,39,8
17,31,39,3
17,32,38,3
17,33,37,4
17,33,38,2
17,32,39,5
17,31,38,6
17,31,37,4
17,31,38,8
17,30,38,8
17,29,38,3
17,30,37,1
16,30,38,2
16,29,39,4
16,29,40,9
17,29,40,8
17,28,40,7
16,28,40,6
16,28,39,6
16,28,38,2
16,27,39,7
15,27,39,8
15,26,39,2
15,25,40,6
15,25,39,9
16,25,39,9
17,25,39,2
17,24,40,10
17,25,40,8
17,24,40,4
17,24,41,6
17,24,40,7
16,24,40,6
16,24,39,3
16,25,38,4
16,25,39,4
16,25,40,3
16,26,39,4
16,26,40,2
16,25,41,3
16,26,40,3
16,27,39,2
16,26,40,2
16,25,41,10
16,26,41,10
16,27,41,8
16,26,41,6
16,26,40,9
17,26,40,3
17,27,39,10
17,28,39,9
18,28,39,4
18,28,40,6
18,28,39,9
19,28,39,4
19,28,40,3
19,29,39,2
19,28,40,6
19,28,39,2
19,27,40,6
19,27,39,7
18,27,39,9
19,27,39,4
19,27,40,3
19,28,39,3
19,29,38,7
18,29,38,10
18,30,38,4
18,30,39,7
17,30,39,8
17,29,39,4
17,29,40,10
17,30,40,7
16,30,40,5
16,29,39,10
16,30,39,4
16,30,40,9
17,30,40,10
17,31,40,6
17,31,39,6
17,31,38,6
17,31,37,4
17,31,38,4
17,31,39,8
17,30,39,10
17,31,39,3
17,32,38,8
17,31,38,6
17,31,37,4
17,31,38,2
17,30,39,1
16,30,40,9
17,30,40,4
17,30,41,8
17,29,41,3
17,30,40,10
17,31,40,2
17,30,41,4
17,30,42,7
16,30,42,3
16,31,41,3
16,32,40,3
16,33,39,2
16,32,40,6
16,32,39,4
16,32,40,3
16,33,39,3
16,34,38,6
16,34,37,2
16,33,38,10
16,34,38,8
16,33,38,4
16,33,39,10
16,34,39,3
16,35,38,3
16,36,37,9
17,36,37,3
17,37,36,7
16,37,36,6
16,37,35,9
17,37,35,1
16,37,36,3
16,38,35,2
16,37,36,5
16,36,35,2
16,35,36,6
16,35,35,2
16,34,36,4
16,34,37,3
16,35,36,6
16,35,35,4
16,35,36,5
16,34,35,4
16,34,36,7
15,34,36,8
15,33,36,6
15,33,35,2
15,32,36,8
15,31,36,10
15,32,36,2
15,31,37,6
15,31,36,9
16,31,36,4
16,31,37,4
16,31,38,8
16,30,38,6
16,30,37,6
16,30,36,2
16,29,37,9
17,29,37,2
17,28,38,3
17,29,37,8
17,28,37,9
18,28,37,5
18,27,36,2
18,26,37,3
18,27,36,3
18,28,35,9
19,28,35,3
19,29,34,3
19,30,33,6
19,30,32,6
19,30,31,10
19,31,31,2
19,30,32,1
18,30,33,9
19,30,33,9
20,30,33,1
19,30,34,8
19,29,34,2
19,28,35,3
19,29,34,1
18,29,35,9
19,29,35,3
19,30,34,9
20,30,34,4
20,30,35,2
20,29,36,10
20,30,36,6
20,30,35,7
19,30,35,7
18,30,35,5
18,29,34,9
19,29,34,1
18,29,35,4
18,29,36,8
18,28,36,8
18,27,36,5
18,26,35,9
19,26,35,9
20,26,35,4
20,26,36,8
20,25,36,10
20,26,36,10
20,27,36,4
20,27,37,10
20,28,37,4
20,28,38,6
20,28,37,3
20,29,36,7
19,29,36,9
20,29,36,3
20,30,35,6
20,30,34,8
20,29,34,1
19,29,35,9
20,29,35,9
21,29,35,8
21,28,35,9
22,28,35,9
23,28,35,8
23,27,35,3
23,28,34,4
23,28,35,1
22,28,36,4
22,28,37,1
21,28,38,7
20,28,38,8
20,27,38,9
21,27,38,8
21,26,38,4
21,26,39,4
21,26,40,4
21,26,41,3
21,27,40,9
22,27,40,4
22,27,41,2
22,26,42,5
22,25,41,2
22,24,42,3
22,25,41,9
23,25,41,3
23,26,40,9
24,26,40,3
24,27,39,2
24,26,40,4
24,26,41,10
24,27,41,1
23,27,42,4
23,27,43,5
23,26,42,8
23,25,42,1
22,25,43,4
22,25,44,3
22,26,43,7
21,26,43,9
22,26,43,10
22,27,43,7
21,27,43,4
21,27,44,10
21,28,44,1
20,28,45,4
20,28,46,3
20,29,45,9
21,29,45,10
21,30,45,9
22,30,45,1
21,30,46,4
21,30,47,1
20,30,48,10
20,31,48,4
20,31,49,10
20,32,49,1
19,32,50,10
19,33,50,7
18,33,50,4
18,33,51,4
18,33,52,8
18,32,52,4
18,32,53,6
18,32,52,3
18,33,51,3
18,34,50,3
18,35,49,1
17,35,50,5
17,34,49,4
17,34,50,4
17,34,51,9
18,34,51,4
18,34,52,9
19,34,52,3
19,35,51,8
19,34,51,2
19,33,52,9
20,33,52,4
20,33,53,2
20,32,54,10
20,33,54,9
21,33,54,9
22,33,54,3
22,34,53,8
22,33,53,2
22,32,54,10
22,33,54,10
22,34,54,9
23,34,54,9
24,34,54,6
24,34,53,2
24,33,54,9
25,33,54,6
25,33,53,9
26,33,53,1
25,33,54,3
25,34,53,4
25,34,54,8
25,33,54,1
24,33,55,1
23,33,56,3
23,34,55,4
23,34,56,4
23,34,57,10
23,35,57,7
22,35,57,2
22,34,58,4
22,34,59,9
23,34,59,4
23,34,60,8
23,33,60,6
23,33,59,8
23,32,59,6
23,32,58,4
23,32,59,6
23,32,58,7
22,32,58,4
22,32,59,3
22,33,58,10
22,34,58,3
22,35,57,4
22,35,58,5
22,34,57,3
22,35,56,9
23,35,56,6
23,35,55,4
23,35,56,9
24,35,56,9
25,35,56,9
26,35,56,2
26,34,57,2
26,33,58,4
26,33,59,3
26,34,58,8
26,33,58,9
27,33,58,3
27,34,57,2
27,33,58,8
27,32,58,4
27,32,59,4
27,32,60,10
27,33,60,10
27,34,60,4
27,34,61,5
27,33,60,6
27,33,59,10
27,34,59,1
26,34,60,6
26,34,59,4
26,34,60,6
26,34,59,9
27,34,59,9
28,34,59,8
28,33,59,2
28,32,60,2
28,31,61,9
29,31,61,4
29,31,62,5
29,30,61,4
29,30,62,8
29,29,62,8
29,28,62,3
29,29,61,2
29,28,62,3
29,29,61,4
29,29,62,10
29,30,62,6
29,30,61,8
29,29,61,3
29,30,60,5
29,29,59,1
28,29,60,9
29,29,60,5
29,28,59,1
28,28,60,1
27,28,61,1
26,28,62,8
26,27,62,4
26,27,63,3
26,28,62,8
26,27,62,6
26,27,61,3
26,28,60,4
26,28,61,4
26,28,62,1
25,28,63,8
25,27,63,8
25,26,63,6
25,26,62,6
25,26,61,1
24,26,62,3
24,27,61,8
24,26,61,1
23,26,62,6
23,26,61,3
23,27,60,1
22,27,61,4
22,27,62,6
22,27,61,3
22,28,60,10
22,29,60,4
22,29,61,9
23,29,61,10
23,30,61,4
23,30,62,4
23,30,63,1
22,30,64,2
22,29,65,4
22,29,66,4
22,29,67,4
22,29,68,8
22,28,68,5
22,27,67,10
22,28,67,6
22,28,66,2
22,27,67,9
23,27,67,8
23,26,67,6
23,26,66,6
23,26,65,2
23,25,66,6
23,25,65,3
23,26,64,3
23,27,63,6
23,27,62,10
23,28,62,1
22,28,63,3
22,29,62,6
22,29,61,7
21,29,61,3
21,30,60,6
21,30,59,9
22,30,59,4
22,30,60,4
22,30,61,4
22,30,62,6
22,30,61,6
22,30,60,10
22,31,60,3
22,32,59,4
22,32,60,3
22,33,59,4
22,33,60,3
22,34,59,10
22,35,59,6
22,35,58,2
22,34,59,9
23,34,59,6
23,34,58,5
23,33,57,7
22,33,57,4
22,33,58,7
21,33,58,3
21,34,57,9
22,34,57,3
22,35,56,6
22,35,55,3
22,36,54,6
22,36,53,8
22,35,53,2
22,34,54,10
22,35,54,9
23,35,54,4
23,35,55,6
23,35,54,6
23,35,53,10
23,36,53,3
23,37,52,3
23,38,51,6
23,38,50,4
23,38,51,8
23,37,51,2
23,36,52,6
23,36,51,4
23,36,52,9
24,36,52,3
24,37,51,9
25,37,51,9
26,37,51,5
26,36,50,8
26,35,50,3
26,36,49,8
26,35,49,9
27,35,49,9
28,35,49,9
29,35,49,6
29,35,48,6
29,35,47,7
28,35,47,10
28,36,47,1
27,36,48,1
26,36,49,6
26,36,48,2
26,35,49,5
26,34,48,3
26,35,47,4
26,35,48,6
26,35,47,4
26,35,48,7
25,35,48,7
24,35,48,3
24,36,47,6
24,36,46,6
24,36,45,9
25,36,45,10
25,37,45,5
25,36,44,2
25,35,45,6
25,35,44,7
24,35,44,3
24,36,43,9
25,36,43,9
26,36,43,1
25,36,44,9
26,36,44,8
26,35,44,1
25,35,45,9
26,35,45,10
26,36,45,4
26,36,46,2
26,35,47,7
25,35,47,3
25,36,46,6
25,36,45,6
25,36,44,6
25,36,43,3
25,37,42,9
26,37,42,2
26,36,43,2
26,35,44,8
26,34,44,9
27,34,44,10
27,35,44,9
28,35,44,2
28,34,45,5
28,33,44,3
28,34,43,6
28,34,42,10
28,35,42,7
27,35,42,10
27,36,42,3
27,37,41,9
28,37,41,7
27,37,41,3
27,38,40,3
27,39,39,4
27,39,40,3
27,40,39,8
27,39,39,7
26,39,39,2
26,38,40,9
27,38,40,6
27,38,39,9
28,38,39,2
28,37,40,2
28,36,41,9
29,36,41,10
29,37,41,3
29,38,40,3
29,39,39,5
29,38,38,9
30,38,38,9
31,38,38,9
32,38,38,9
33,38,38,6
33,38,37,10
33,39,37,7
32,39,37,8
32,38,37,9
33,38,37,8
33,37,37,9
34,37,37,6
34,37,36,4
34,37,37,9
35,37,37,3
35,38,36,4
35,38,37,2
35,37,38,3
35,38,37,6
35,38,36,9
36,38,36,7
35,38,36,4
35,38,37,9
36,38,37,2
36,37,38,6
36,37,37,8
36,36,37,9
37,36,37,8
37,35,37,2
37,34,38,1
36,34,39,1
35,34,40,3
35,35,39,1
34,35,40,9
35,35,40,8
35,34,40,8
35,33,40,6
35,33,39,3
35,34,38,8
35,33,38,9
36,33,38,4
36,33,39,8
36,32,39,10
36,33,39,2
36,32,40,3
36,33,39,9
37,33,39,1
36,33,40,9
37,33,40,4
37,33,41,8
37,32,41,10
37,33,41,1
36,33,42,5
36,32,41,4
36,32,42,6
36,32,41,4
36,32,42,9
37,32,42,4
37,32,43,7
36,32,43,7
35,32,43,9
36,32,43,10
36,33,43,3
36,34,42,9
37,34,42,2
37,33,43,2
37,32,44,1
36,32,45,3
36,33,44,6
36,33,43,3
36,34,42,10
36,35,42,9
37,35,42,2
37,34,43,6
37,34,42,3
37,35,41,8
37,34,41,10
37,35,41,9
38,35,41,2
38,34,42,3
38,35,41,3
38,36,40,9
39,36,40,4
39,36,41,8
39,35,41,2
39,34,42,6
39,34,41,7
38,34,41,4
38,34,42,9
39,34,42,9
40,34,42,10
40,35,42,7
39,35,42,9
40,35,42,6
40,35,41,10
40,36,41,8
40,35,41,1
39,35,42,1
38,35,43,2
38,34,44,2
38,33,45,10
38,34,45,8
38,33,45,10
38,34,45,5
38,33,44,3
38,34,43,10
38,35,43,10
38,36,43,1
37,36,44,2
37,35,45,5
37,34,44,4
37,34,45,9
38,34,45,3
38,35,44,3
38,36,43,6
38,36,42,9
39,36,42,3
39,37,41,7
38,37,41,10
38,38,41,4
38,38,42,8
38,37,42,1
37,37,43,4
37,37,44,5
37,36,43,10
37,37,43,7
36,37,43,3
36,38,42,1
35,38,43,6
35,38,42,4
35,38,43,9
36,38,43,6
36,38,42,2
36,37,43,2
36,36,44,7
35,36,44,8
35,35,44,7
34,35,44,6
34,35,43,7
33,35,43,2
33,34,44,10
33,35,44,3
33,36,43,6
33,36,42,4
33,36,43,3
33,37,42,3
33,38,41,10
33,39,41,9
34,39,41,6
34,39,40,6
34,39,39,10
34,40,39,10
34,41,39,3
34,42,38,5
34,41,37,2
34,40,38,2
34,39,39,4
34,39,40,8
34,38,40,10
34,39,40,4
34,39,41,10
34,40,41,9
35,40,41,9
36,40,41,2
36,39,42,3
36,40,41,5
36,39,40,6
36,39,39,8
36,38,39,9
37,38,39,9
38,38,39,8
38,37,39,9
39,37,39,1
38,37,40,8
38,36,40,9
39,36,40,10
39,37,40,3
39,38,39,10
39,39,39,10
39,40,39,10
39,41,39,9
40,41,39,3
40,42,38,1
39,42,39,7
38,42,39,5
38,41,38,8
38,40,38,8
38,39,38,3
38,40,37,9
39,40,37,2
39,39,38,3
39,40,37,9
40,40,37,3
40,41,36,9
41,41,36,2
41,40,37,7
40,40,37,9
41,40,37,8
41,39,37,3
41,40,36,10
41,41,36,9
42,41,36,7
41,41,36,7
40,41,36,10
40,42,36,4
40,42,37,8
40,41,37,2
40,40,38,4
40,40,39,7
39,40,39,7
38,40,39,9
39,40,39,8
39,39,39,8
39,38,39,9
40,38,39,7
39,38,39,2
39,37,40,1
38,37,41,2
38,36,42,6
38,36,41,2
38,35,42,10
38,36,42,7
37,36,42,1
36,36,43,1
35,36,44,9
36,36,44,8
36,35,44,10
36,36,44,3
36,37,43,9
37,37,43,7
36,37,43,8
36,36,43,4
36,36,44,9
37,36,44,1
36,36,45,1
35,36,46,3
35,37,45,2
35,36,46,3
35,37,45,6
35,37,44,3
35,38,43,8
35,37,43,5
35,36,42,2
35,35,43,8
35,34,43,9
36,34,43,3
36,35,42,1
35,35,43,8
35,34,43,10
35,35,43,10
35,36,43,2
35,35,44,7
34,35,44,5
34,34,43,3
34,35,42,6
34,35,41,1
33,35,42,7
32,35,42,9
33,35,42,7
32,35,42,1
31,35,43,9
32,35,43,1
31,35,44,3
31,36,43,8
31,35,43,2
31,34,44,10
31,35,44,9
32,35,44,3
32,36,43,4
32,36,44,9
33,36,44,3
33,37,43,9
34,37,43,10
34,38,43,3
34,39,42,10
34,40,42,7
33,40,42,10
33,41,42,9
34,41,42,4
34,41,43,1
33,41,44,1
32,41,45,6
32,41,44,10
32,42,44,9
33,42,44,7
32,42,44,10
32,43,44,8
32,42,44,3
32,43,43,9
33,43,43,7
32,43,43,5
32,42,42,9
33,42,42,9
34,42,42,10
34,43,42,5
34,42,41,2
34,41,42,8
34,40,42,1
33,40,43,6
33,40,42,3
33,41,41,1
32,41,42,8
32,40,42,7
31,40,42,5
31,39,41,4
31,39,42,1
